dataset,task,polluter,level,seed,dsc_score,completeness_text,uniqueness,validity,consistency,outlier_ratio,class_balance,sample_quality_text,feature_correlation,label_consistency,feature_informativeness,target_distribution_quality,target_smoothness,feature_informativeness_reg
amazon_en,regression,target_noise,0.5,42,78.82,1.0,1.0,1.0,0.3106,0.962,,0.9095,1.0,,,0.8376,0.2718,1.0
amazon_en,regression,target_noise,0.75,42,78.07,1.0,1.0,1.0,0.3106,0.962,,0.9095,1.0,,,0.8031,0.2516,1.0
amazon_en,regression,target_noise,0.9,42,77.79,1.0,1.0,1.0,0.3106,0.962,,0.9095,1.0,,,0.7931,0.2429,1.0
amazon_en,regression,target_noise,0.0,7,77.64,1.0,1.0,1.0,0.2815,0.944,,0.9153,1.0,,,0.698,0.2899,1.0
amazon_en,regression,target_noise,0.1,7,80.52,1.0,1.0,1.0,0.2815,0.944,,0.9153,1.0,,,0.9926,0.287,1.0
amazon_en,regression,target_noise,0.25,7,79.5,1.0,1.0,1.0,0.2815,0.944,,0.9153,1.0,,,0.9352,0.2647,1.0
amazon_en,regression,target_noise,0.5,7,77.73,1.0,1.0,1.0,0.2815,0.944,,0.9153,1.0,,,0.8722,0.2077,1.0
amazon_en,regression,target_noise,0.75,7,76.46,1.0,1.0,1.0,0.2815,0.944,,0.9153,1.0,,,0.838,0.1612,1.0
amazon_en,regression,target_noise,0.9,7,75.98,1.0,1.0,1.0,0.2815,0.944,,0.9153,1.0,,,0.8288,0.1416,1.0
amazon_en,regression,target_noise,0.0,99,78.38,1.0,0.998,1.0,0.3054,0.962,,0.9068,1.0,,,0.698,0.3243,1.0
amazon_en,regression,target_noise,0.1,99,80.98,1.0,0.998,1.0,0.3054,0.962,,0.9068,1.0,,,0.9714,0.3174,1.0
amazon_en,regression,target_noise,0.25,99,80.08,1.0,0.998,1.0,0.3054,0.962,,0.9068,1.0,,,0.9155,0.3001,1.0
amazon_en,regression,target_noise,0.5,99,78.65,1.0,0.998,1.0,0.3054,0.962,,0.9068,1.0,,,0.8418,0.2655,1.0
amazon_en,regression,target_noise,0.75,99,77.66,1.0,0.998,1.0,0.3054,0.962,,0.9068,1.0,,,0.8015,0.2361,1.0
amazon_en,regression,target_noise,0.9,99,77.28,1.0,0.998,1.0,0.3054,0.962,,0.9068,1.0,,,0.7904,0.2227,1.0
sst5,regression,completeness_text,0.0,42,76.2,1.0,1.0,1.0,0.3332,1.0,,0.8821,1.0,,,0.6788,0.2257,1.0
sst5,regression,completeness_text,0.1,42,74.02,0.9017,1.0,1.0,0.3332,1.0,,0.8821,1.0,,,0.6788,0.1906,1.0
sst5,regression,completeness_text,0.25,42,71.87,0.7488,1.0,1.0,0.3332,1.0,,0.8821,1.0,,,0.6788,0.1977,1.0
sst5,regression,completeness_text,0.5,42,67.99,0.4987,1.0,1.0,0.3332,1.0,,0.8767,1.0,,,0.6788,0.1953,1.0
sst5,regression,completeness_text,0.75,42,60.59,0.2512,0.994,1.0,0.3332,1.0,,0.7031,1.0,,,0.6788,0.1438,1.0
sst5,regression,completeness_text,0.9,42,55.23,0.1009,0.946,1.0,0.3332,1.0,,0.5583,1.0,,,0.6788,0.1216,1.0
sst5,regression,completeness_text,0.0,7,77.46,1.0,1.0,1.0,0.5722,0.994,,0.8889,1.0,,,0.6788,0.2251,1.0
sst5,regression,completeness_text,0.1,7,75.4,0.901,1.0,1.0,0.5722,0.994,,0.8889,1.0,,,0.6788,0.1965,1.0
sst5,regression,completeness_text,0.25,7,72.7,0.7494,1.0,1.0,0.5722,0.994,,0.8889,1.0,,,0.6788,0.1753,1.0
sst5,regression,completeness_text,0.5,7,68.61,0.4992,1.0,1.0,0.5722,0.994,,0.883,1.0,,,0.6788,0.1628,1.0
sst5,regression,completeness_text,0.75,7,62.39,0.2506,0.99,1.0,0.5722,0.994,,0.7074,1.0,,,0.6788,0.1748,1.0
sst5,regression,completeness_text,0.9,7,57.12,0.1003,0.95,1.0,0.5722,0.994,,0.5635,1.0,,,0.6788,0.1522,1.0
sst5,regression,completeness_text,0.0,99,76.48,1.0,1.0,1.0,0.3902,1.0,,0.8948,1.0,,,0.6788,0.2161,1.0
sst5,regression,completeness_text,0.1,99,75.42,0.9001,1.0,1.0,0.3902,1.0,,0.8948,1.0,,,0.6788,0.238,1.0
sst5,regression,completeness_text,0.25,99,72.4,0.7486,1.0,1.0,0.3902,1.0,,0.8948,1.0,,,0.6788,0.2004,1.0
sst5,regression,completeness_text,0.5,99,67.87,0.4983,1.0,1.0,0.3902,1.0,,0.8887,1.0,,,0.6788,0.1661,1.0
sst5,regression,completeness_text,0.75,99,61.23,0.2514,1.0,1.0,0.3902,1.0,,0.7105,1.0,,,0.6788,0.1533,1.0
sst5,regression,completeness_text,0.9,99,56.05,0.1008,0.958,1.0,0.3902,1.0,,0.5657,1.0,,,0.6788,0.1367,1.0
sst5,regression,noise_injection_text,0.0,42,76.2,1.0,1.0,1.0,0.3332,1.0,,0.8821,1.0,,,0.6788,0.2257,1.0
sst5,regression,noise_injection_text,0.1,42,75.64,1.0,1.0,1.0,0.3332,1.0,,0.8814,1.0,,,0.6788,0.1984,1.0
sst5,regression,noise_injection_text,0.25,42,73.92,1.0,1.0,1.0,0.3199,1.0,,0.88,1.0,,,0.6788,0.1168,1.0
sst5,regression,noise_injection_text,0.5,42,75.07,1.0,1.0,1.0,0.3027,1.0,,0.8782,1.0,,,0.6788,0.18,1.0
sst5,regression,noise_injection_text,0.75,42,74.01,1.0,1.0,1.0,0.2944,1.0,,0.8749,1.0,,,0.6788,0.1313,1.0
sst5,regression,noise_injection_text,0.9,42,74.01,1.0,1.0,1.0,0.2821,0.996,,0.872,1.0,,,0.6788,0.1375,1.0
sst5,regression,noise_injection_text,0.0,7,77.46,1.0,1.0,1.0,0.5722,0.994,,0.8889,1.0,,,0.6788,0.2251,1.0
sst5,regression,noise_injection_text,0.1,7,75.54,1.0,1.0,1.0,0.5694,0.994,,0.8883,1.0,,,0.6788,0.1306,1.0
sst5,regression,noise_injection_text,0.25,7,76.13,1.0,1.0,1.0,0.5694,0.994,,0.8874,1.0,,,0.6788,0.1606,1.0
sst5,regression,noise_injection_text,0.5,7,74.67,1.0,1.0,1.0,0.3243,0.994,,0.8854,1.0,,,0.6788,0.1504,1.0
sst5,regression,noise_injection_text,0.75,7,74.62,1.0,1.0,1.0,0.3027,0.998,,0.8825,1.0,,,0.6788,0.1545,1.0
sst5,regression,noise_injection_text,0.9,7,73.03,1.0,1.0,1.0,0.2944,0.996,,0.8825,1.0,,,0.6788,0.0776,1.0
sst5,regression,noise_injection_text,0.0,99,76.48,1.0,1.0,1.0,0.3902,1.0,,0.8948,1.0,,,0.6788,0.2161,1.0
sst5,regression,noise_injection_text,0.1,99,75.66,1.0,1.0,1.0,0.3902,1.0,,0.8939,1.0,,,0.6788,0.1754,1.0
sst5,regression,noise_injection_text,0.25,99,74.87,1.0,1.0,1.0,0.3802,1.0,,0.8926,1.0,,,0.6788,0.1396,1.0
sst5,regression,noise_injection_text,0.5,99,74.93,1.0,1.0,1.0,0.3609,1.0,,0.8903,1.0,,,0.6788,0.1493,1.0
sst5,regression,noise_injection_text,0.75,99,74.91,1.0,1.0,1.0,0.3562,1.0,,0.8878,1.0,,,0.6788,0.1511,1.0
sst5,regression,noise_injection_text,0.9,99,74.35,1.0,1.0,1.0,0.3657,1.0,,0.8849,1.0,,,0.6788,0.1229,1.0
sst5,regression,word_shuffle,0.0,42,76.2,1.0,1.0,1.0,0.3332,1.0,,0.8821,1.0,,,0.6788,0.2257,1.0
sst5,regression,word_shuffle,0.1,42,75.94,1.0,1.0,1.0,0.3332,1.0,,0.8821,1.0,,,0.6788,0.2127,1.0
sst5,regression,word_shuffle,0.25,42,75.63,1.0,1.0,1.0,0.3332,1.0,,0.8821,1.0,,,0.6788,0.1971,1.0
sst5,regression,word_shuffle,0.5,42,75.23,1.0,1.0,1.0,0.3332,1.0,,0.8821,1.0,,,0.6788,0.1773,1.0
sst5,regression,word_shuffle,0.75,42,75.82,1.0,1.0,1.0,0.3332,1.0,,0.8821,1.0,,,0.6788,0.2065,1.0
sst5,regression,word_shuffle,0.9,42,75.18,1.0,1.0,1.0,0.3332,1.0,,0.8821,1.0,,,0.6788,0.1749,1.0
sst5,regression,word_shuffle,0.0,7,77.46,1.0,1.0,1.0,0.5722,0.994,,0.8889,1.0,,,0.6788,0.2251,1.0
sst5,regression,word_shuffle,0.1,7,77.12,1.0,1.0,1.0,0.5722,0.994,,0.8889,1.0,,,0.6788,0.2081,1.0
sst5,regression,word_shuffle,0.25,7,76.57,1.0,1.0,1.0,0.5722,0.994,,0.8889,1.0,,,0.6788,0.1807,1.0
sst5,regression,word_shuffle,0.5,7,76.34,1.0,1.0,1.0,0.5722,0.994,,0.8889,1.0,,,0.6788,0.1692,1.0
sst5,regression,word_shuffle,0.75,7,76.52,1.0,1.0,1.0,0.5722,0.994,,0.8889,1.0,,,0.6788,0.1785,1.0
sst5,regression,word_shuffle,0.9,7,76.75,1.0,1.0,1.0,0.5722,0.994,,0.8889,1.0,,,0.6788,0.1898,1.0
sst5,regression,word_shuffle,0.0,99,76.48,1.0,1.0,1.0,0.3902,1.0,,0.8948,1.0,,,0.6788,0.2161,1.0
sst5,regression,word_shuffle,0.1,99,76.4,1.0,1.0,1.0,0.3902,1.0,,0.8948,1.0,,,0.6788,0.2122,1.0
sst5,regression,word_shuffle,0.25,99,76.67,1.0,1.0,1.0,0.3902,1.0,,0.8948,1.0,,,0.6788,0.2255,1.0
sst5,regression,word_shuffle,0.5,99,76.35,1.0,1.0,1.0,0.3902,1.0,,0.8948,1.0,,,0.6788,0.2094,1.0
sst5,regression,word_shuffle,0.75,99,76.53,1.0,1.0,1.0,0.3902,1.0,,0.8948,1.0,,,0.6788,0.2183,1.0
sst5,regression,word_shuffle,0.9,99,76.21,1.0,1.0,1.0,0.3902,1.0,,0.8948,1.0,,,0.6788,0.2024,1.0
sst5,regression,target_distribution_skew,0.0,42,76.2,1.0,1.0,1.0,0.3332,1.0,,0.8821,1.0,,,0.6788,0.2257,1.0
sst5,regression,target_distribution_skew,0.1,42,77.32,1.0,1.0,1.0,0.6286,0.998,,0.8988,1.0,,,0.6796,0.1953,1.0
sst5,regression,target_distribution_skew,0.25,42,78.42,1.0,1.0,1.0,0.632,0.994,,0.8972,1.0,,,0.6794,0.2517,1.0
sst5,regression,target_distribution_skew,0.5,42,78.42,1.0,1.0,1.0,0.581,0.998,,0.889,1.0,,,0.6663,0.2761,1.0
sst5,regression,target_distribution_skew,0.75,42,76.3,1.0,1.0,1.0,0.3288,0.998,,0.885,1.0,,,0.6212,0.2592,1.0
sst5,regression,target_distribution_skew,0.9,42,75.52,1.0,1.0,1.0,0.3288,1.0,,0.8822,1.0,,,0.5568,0.2539,1.0
sst5,regression,target_distribution_skew,0.0,7,77.46,1.0,1.0,1.0,0.5722,0.994,,0.8889,1.0,,,0.6788,0.2251,1.0
sst5,regression,target_distribution_skew,0.1,7,77.09,1.0,1.0,1.0,0.5609,0.996,,0.8876,1.0,,,0.6797,0.2098,1.0
sst5,regression,target_distribution_skew,0.25,7,76.49,1.0,1.0,1.0,0.4481,0.996,,0.8961,1.0,,,0.6773,0.203,1.0
sst5,regression,target_distribution_skew,0.5,7,76.65,1.0,1.0,1.0,0.4054,0.996,,0.8955,1.0,,,0.6637,0.2287,1.0
sst5,regression,target_distribution_skew,0.75,7,76.25,1.0,1.0,1.0,0.3852,0.996,,0.8967,1.0,,,0.6194,0.2349,1.0
sst5,regression,target_distribution_skew,0.9,7,75.25,1.0,1.0,1.0,0.3609,1.0,,0.8868,1.0,,,0.5559,0.2292,1.0
sst5,regression,target_distribution_skew,0.0,99,76.48,1.0,1.0,1.0,0.3902,1.0,,0.8948,1.0,,,0.6788,0.2161,1.0
sst5,regression,target_distribution_skew,0.1,99,76.48,1.0,1.0,1.0,0.3753,0.996,,0.8871,1.0,,,0.6791,0.2264,1.0
sst5,regression,target_distribution_skew,0.25,99,76.38,1.0,1.0,1.0,0.5722,0.988,,0.8872,1.0,,,0.6775,0.1746,1.0
sst5,regression,target_distribution_skew,0.5,99,77.95,1.0,1.0,1.0,0.6152,0.998,,0.8985,1.0,,,0.6648,0.2378,1.0
sst5,regression,target_distribution_skew,0.75,99,77.49,1.0,1.0,1.0,0.584,0.996,,0.8874,1.0,,,0.6193,0.2542,1.0
sst5,regression,target_distribution_skew,0.9,99,75.82,1.0,1.0,1.0,0.581,0.996,,0.8942,1.0,,,0.5545,0.1987,1.0
sst5,regression,target_noise,0.0,42,76.2,1.0,1.0,1.0,0.3332,1.0,,0.8821,1.0,,,0.6788,0.2257,1.0
sst5,regression,target_noise,0.1,42,79.11,1.0,1.0,1.0,0.3332,1.0,,0.8821,1.0,,,0.9762,0.2223,1.0
sst5,regression,target_noise,0.25,42,78.35,1.0,1.0,1.0,0.3332,1.0,,0.8821,1.0,,,0.9197,0.213,1.0
sst5,regression,target_noise,0.5,42,77.44,1.0,1.0,1.0,0.3332,1.0,,0.8821,1.0,,,0.8667,0.1936,1.0
sst5,regression,target_noise,0.75,42,76.99,1.0,1.0,1.0,0.3332,1.0,,0.8821,1.0,,,0.8489,0.18,1.0
sst5,regression,target_noise,0.9,42,76.76,1.0,1.0,1.0,0.3332,1.0,,0.8821,1.0,,,0.836,0.175,1.0
sst5,regression,target_noise,0.0,7,77.46,1.0,1.0,1.0,0.5722,0.994,,0.8889,1.0,,,0.6788,0.2251,1.0
sst5,regression,target_noise,0.1,7,80.46,1.0,1.0,1.0,0.5722,0.994,,0.8889,1.0,,,0.9773,0.2263,1.0
sst5,regression,target_noise,0.25,7,79.63,1.0,1.0,1.0,0.5722,0.994,,0.8889,1.0,,,0.9127,0.2171,1.0
sst5,regression,target_noise,0.5,7,78.57,1.0,1.0,1.0,0.5722,0.994,,0.8889,1.0,,,0.857,0.1919,1.0
sst5,regression,target_noise,0.75,7,77.93,1.0,1.0,1.0,0.5722,0.994,,0.8889,1.0,,,0.835,0.1708,1.0
sst5,regression,target_noise,0.9,7,77.68,1.0,1.0,1.0,0.5722,0.994,,0.8889,1.0,,,0.8295,0.1612,1.0
sst5,regression,target_noise,0.0,99,76.48,1.0,1.0,1.0,0.3902,1.0,,0.8948,1.0,,,0.6788,0.2161,1.0
sst5,regression,target_noise,0.1,99,79.64,1.0,1.0,1.0,0.3902,1.0,,0.8948,1.0,,,0.9715,0.2278,1.0
sst5,regression,target_noise,0.25,99,79.34,1.0,1.0,1.0,0.3902,1.0,,0.8948,1.0,,,0.9108,0.2432,1.0
sst5,regression,target_noise,0.5,99,79.0,1.0,1.0,1.0,0.3902,1.0,,0.8948,1.0,,,0.8546,0.254,1.0
sst5,regression,target_noise,0.75,99,78.68,1.0,1.0,1.0,0.3902,1.0,,0.8948,1.0,,,0.8294,0.2506,1.0
sst5,regression,target_noise,0.9,99,78.51,1.0,1.0,1.0,0.3902,1.0,,0.8948,1.0,,,0.8211,0.2463,1.0
